code,first_name,second_name,web_name,understat
536110,Josh,Feeney,Feeney,10211.0
536119,Charlie,Crew,Crew,
536134,Rio,Kyerematen,Kyerematen,14409.0
536238,Ishé,Samuels-Smith,Samuels-Smith,11508.0
536241,Martin,Sherif,Sherif,13345.0
536661,Nilson,Angulo,Angulo,
536677,Detlef Esapa,Osong,Osong,12351.0
536681,Joe,Gardner,Gardner,12350.0
536694,Matheus,França de Oliveira,M.França,12152.0
536908,Alejo,Véliz,Veliz,12105.0
536916,Facundo,Buonanotte,Buonanotte,11362.0
537043,Kaine,Kesler Hayden,Kesler Hayden,9409.0
537403,Kadan,Young,Young,11240.0
538182,Jimi,Gower,Gower,13569.0
538206,Jordan,Amissah,Amissah,12156.0
538207,William,Osula,Osula,9556.0
538210,Andre,Brooks,Brooks,11731.0
539721,Ruairi,McConville,McConville,13219.0
541462,Matai,Akinmboni,Akinmboni,13344.0
543158,Valentín,Barco,Barco,12498.0
543295,Antoni,Milambo,Milambo,13780.0
544877,Milos,Kerkez,Kerkez,11709.0
545477,Alex,Murphy,A.Murphy,12199.0
545508,Joseph,O'Brien-Whitmarsh,O'Brien-Whitmarsh,13258.0
547027,Habib,Diarra,Diarra,9767.0
547037,Jack,Fletcher,J.Fletcher,13150.0
547410,Harrison,Jones,H.Jones,13722.0
547659,Josh,Powell,Powell,
547668,Axel,Piesold,Piesold,12510.0
547673,Charlie,Robinson,C.Robinson,11467.0
547676,Tyler,Fredricson,Fredricson,13467.0
547686,Luc,De Fougerolles,De Fougerolles,12172.0
547692,Samuel,Rak-Sakyi,Rak-Sakyi,13286.0
547693,Somto,Boniface,Boniface,13595.0
547701,Archie,Gray,Gray,10184.0
547716,Ben,Parkinson,Parkinson,12198.0
547719,Lewis,Miley,L.Miley,11386.0
547720,Charlie,Tasker,Tasker,13570.0
547801,Callum,Bates,Bates,13204.0
548308,Ashley,Phillips,Phillips,12031.0
549014,Noël,Atom,Atom,12625.0
549067,Zach,Abbott,Abbott,13306.0
549068,Omari,Kellyman,Kellyman,11739.0
549074,Tom,Watson,Watson,14029.0
549329,Lucas,Pires Silva,Lucas Pires,11824.0
549344,Sam,Curtis,Curtis,12465.0
549640,Michael,Golding,Golding,13606.0
549912,Chemsdine,Talbi,Talbi,13717.0
549939,Mike,Penders,Penders,13816.0
550090,Diego,Coppola,Coppola,10169.0
550141,Adrian,Mazilu,Mazilu,
550596,Dominic,Sadi,Sadi,11300.0
550615,Tyrique,George,George,12573.0
550833,Noha,Lemina,N.Lemina,12499.0
550839,Wilson,Odobert,Odobert,10822.0
550864,Leny,Yoro,Yoro,10564.0
551153,Luís Hemir,Silva Semedo,Luís Hemir,
551206,Jaydon,Banel,Banel,
551210,Jorrel,Hato,Hato,13776.0
551221,Tommy,Setford,Setford,13011.0
551226,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,12948.0
551230,Renato,Palma Veiga,Renato Veiga,11383.0
551232,Rodrigo,Duarte Ribeiro,Ribeiro,12418.0
551483,Álex,Jiménez Sánchez,A.Jimenez,12168.0
551995,Taylan,Harris,Harris,12565.0
552030,Aidan,Francis-Clarke,Francis-Clarke,11725.0
552425,Sydie,Peck,Peck,12251.0
552427,Will,Lankshear,Lankshear,13127.0
553299,Takai,Kōta,Takai,
553742,Finlay,Herrick,Herrick,
553746,Leo,Shahar,Shahar,13572.0
554194,Jahmai,Simpson-Pusey,Simpson-Pusey,13185.0
554197,Chris,Rigg,Rigg,13719.0
554605,Dean,Huijsen,Huijsen,11943.0
556637,Nehemiah,Oriola,Oriola,14127.0
556639,Jayce,Fitzgerald,Fitzgerald,13196.0
559610,Luka,Bentt,Bentt,14405.0
559684,Jack,Moorhouse,Moorhouse,13468.0
559962,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,13310.0
559963,Kiano,Dyer,Dyer,12574.0
560248,Bastien,Meupiyou Menadjou,Meupiyou,11775.0
560262,Junior,Kroupi,Kroupi.Jr,11504.0
560441,Luis Eduardo,Soares da Silva,Cuiabano,
560552,Kevin,Santos Lopes de Macedo,Kevin,14030.0
563324,Brayden,Clarke,Clarke,13607.0
563883,Vincent,Angelini,Angelini,10158.0
563934,Tyrese,Hall,Hall,12623.0
564406,Eliezer,Mayenda Dossou,Mayenda,13718.0
564505,Sam,Proctor,Proctor,12273.0
564510,Garang,Kuol,Kuol,
564940,Soungoutou,Magassa,S.Magassa,10770.0
565297,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,11208.0
565431,Callum,Marshall,Marshall,12359.0
565858,Killian,Cahill,Cahill,13170.0
565863,Sam,Chambers,Chambers,14306.0
566164,Sverre,Nypan,Nypan,
566213,Stephen,Mfuni,Mfuni,14054.0
567119,Shumaira,Mheuka,Mheuka,13476.0
567121,Joe,Knight,Knight,13399.0
568791,Callan,McKenna,McKenna,12582.0
569014,Eric,da Silva Moreira,Da Silva Moreira,12765.0
569577,Triston,Rowe,Rowe,13869.0
570241,Kim,Ji-soo,Ji-soo,12136.0
570526,Lucas,Bergvall,Bergvall,12912.0
570929,Jack,Whittaker,Whittaker,
571087,Jaydon,Jones,Jones,
572702,Keiber,Lamadrid,Lamadrid,
573062,Martial,Godo,Godo,11164.0
573808,Jack,Grieves,Grieves,10593.0
574398,Franco,Umeh-Chibueze,Umeh,12454.0
574402,Mark,O’Mahony,O’Mahony,12205.0
574458,Mamadou,Sarr,M.Sarr,11253.0
574799,Damola,Ajayi,Ajayi,13363.0
575034,Ethan,Wheatley,Wheatley,12568.0
575204,Claudio,Echeverri,Echeverri,13649.0
575458,Jair,Paula da Cunha Filho,Jair Cunha,13779.0
575476,Murillo,Costa dos Santos,Murillo,12123.0
575901,Julio,Soler Barreto,Soler,13474.0
576323,Oluwaseun,Adewumi,Adewumi,
576620,Bendito,Mantato,Bendito Mantato,14266.0
576628,Shea,Lacey,Lacey,14198.0
576637,Godwill,Kukonki,Kukonki,13259.0
576756,Zépiqueno,Redmond,Redmond,
576980,Zach,Marsh,Marsh,13203.0
577016,Josh,Acheampong,Acheampong,12535.0
577114,Luis Guilherme,Lira dos Santos,L.Guilherme,13026.0
577285,George,Hemmings,George Hemmings,14193.0
577669,Noah,Sadiki,Sadiki,13716.0
577725,Josh,King,King,12410.0
577731,Ben,Broggio,Broggio,13221.0
577974,Harry,Amass,Amass,12559.0
578153,Abdukodir,Khusanov,Khusanov,11763.0
578512,Miodrag,Pivaš,Pivas,
578545,Kosta,Nedeljković,Nedeljkovic,12775.0
578614,Enock,Agyei,Boateng,5563.0
579075,Asher,Agbinone,Agbinone,13039.0
580921,Reigan,Heskey,Heskey,14254.0
585472,Ryan,Oné,Oné,12158.0
586268,Ármin,Pécsi,Pécsi,
586309,Thierno,Barry,Barry,12916.0
587178,Yasin,Özcan,Yasin,
587433,Conor,McManus,McManus,
588555,Elyh,Harrison,Harrison,13410.0
588793,Maldini,Kacurri,Kacurri,13081.0
588796,Ismeal,Kabia,Kabia,13082.0
589100,Jacob,Slater,Slater,13238.0
589114,Zack,Nelson,Nelson,12188.0
589121,Ethan,Sutherland,Sutherland,14284.0
589507,Leon,Chiwome,Chiwome,12532.0
590012,Caleb,Kporha,Kporha,13130.0
590014,Rio,Cardines,Cardines,13777.0
590035,Yusuf,Akhamrich,Akhamrich,14175.0
590039,Divine,Mukasa,Mukasa,14055.0
590760,Daniel,Adu-Adjei,Adu-Adjei,11301.0
591357,Ryan,Trevitt,Trevitt,11146.0
591382,Genesis,Antwi,Genesis Antwi,13527.0
591384,George,King,King,14328.0
591385,Samuel,Amissah,Amissah,13250.0
591386,Trey,Nyoni,Nyoni,12203.0
591538,Owen,Hampson,Hampson,12591.0
591539,Billy,Blacker,Blacker,12450.0
592031,Yankuba,Minteh,Minteh,12759.0
592436,Travis,Hernes,Hernes,12396.0
592661,Tristan,Crama,Crama,11189.0
592662,Tony,Yogane,Yogane,13104.0
592712,Tom,Taylor,Tom Taylor,13603.0
592736,Maeson,King,King,13287.0
593001,Enso,González Medina,Gonzalez,12047.0
593174,Kaye,Furo,Furo,14356.0
596042,Kieran,Morrison,Morrison,14144.0
596047,Chido,Obi,Obi,13466.0
596054,Tom,Edozie,Edozie,13220.0
596572,Michael,Dacosta Gonzalez,Dacosta Gonzalez,11302.0
596777,Patrick,Dorgu,Dorgu,11944.0
597320,Harry,Howell,Howell,13584.0
597983,Ollie,Harrison,Harrison,12447.0
599303,Sean,Neave,Neave,13532.0
600882,Harry,Gray,Gray,14073.0
601496,Jili,Buyabu,Buyabu,12157.0
601956,Saheed,Olagunju,Olagunju,14257.0
601975,Yegor,Yarmolyuk,Yarmolyuk,11195.0
602903,Ezra,Mayers,Mayers,13247.0
602934,Fletcher,Holman,Holman,12551.0
604211,Tymur,Tutierov,Tutierov,14277.0
604988,Freddie,Simmonds,Simmonds,13583.0
605319,Luke,Rawlings,Rawlings,14256.0
606689,Romelle,Donovan,Donovan,
606745,Ayden,Heaven,Heaven,13080.0
606774,Remy,Rees-Dottin,Rees-Dottin,13307.0
606775,Ben,Winterburn,Winterburn,13242.0
606798,Andrés,García,A.García,13392.0
606921,Romain,Esse,Esse,13387.0
607464,Michael,Kayode,Kayode,11281.0
608060,Jayden,Luker,Luker,12150.0
608181,Stefanos,Tzimas,Tzimas,14028.0
609640,Mathis,Amougou,Amougou,12808.0
609873,Harrison,Armstrong,Armstrong,12757.0
610799,Luka,Vušković,Vuskovic,13725.0
611011,Joseph,Johnson,Johnson,11980.0
611134,Kendry,Páez Andrade,Paez,13818.0
611695,Malick,Yalcouyé,Yalcouye,
611912,Landon,Emenalo,Emenalo,14112.0
611917,Lucá,Williams-Barnett,Williams-Barnett,13249.0
611920,Malachi,Hardy,Hardy,13225.0
611922,Rio,Ngumoha,Ngumoha,13692.0
611926,Amara,Nallo,Nallo,12534.0
611975,Ahmed,Abdullahi,Abdullahi,
612534,Benjamin,Fredrick,Fredrick,12397.0
612855,Ibrahim,Osman,I.Osman,13792.0
613120,Spike,Brits,Brits,13299.0
613232,James,Wilson,Wilson,14462.0
613467,Wes,Okoduwa,Okoduwa,12500.0
613804,El Hadji Malick,Diouf,Diouf,13723.0
614574,Alex,Tóth,Tóth.A,14374.0
616059,Jack,Porter,Porter,13378.0
616065,Marli,Salmon,Salmon,14220.0
616077,Max,Dowman,Dowman,13872.0
616094,Dovydas,Sasnauskas,Sasnauskas,12466.0
616221,João Victor,de Souza Menezes,Souza,14410.0
616222,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,13380.0
616288,Ryan,McAidoo,McAidoo,14097.0
617054,Deivid Washington,de Souza Eugênio,Deivid,12033.0
618027,TJ,Carroll,Carroll,14288.0
618873,Sékou,Koné,Kone,13469.0
619146,Olabade,Aluko,Olabade Aluko,13586.0
619536,Seth,Ridgeon,Ridgeon,14270.0
620408,Joachim,Kayi-Sanda,Kayi Sanda,13636.0
620487,Veljko,Milosavljevic,Milosavljević,14027.0
622536,Benjamin,Arthur,Arthur,12533.0
622758,Aarón,Anselmino,Anselmino,13460.0
623095,Yang,Min-hyeok,Min-hyeok,13362.0
623110,Seung-Soo,Park,Seung soo,13710.0
624773,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,13775.0
626464,Gustavo,Nunes Fernandes Gomes,Nunes,13588.0
626844,Milan,Aleksić,Aleksić,
628204,Yunus Emre,Konak,Konak,12633.0
629068,Braiden,Graham,Graham,14283.0
630664,Jake,Evans,Jake Evans,13585.0
630699,Mohamadou,Kanté,Mohamadou Kanté,14219.0
631106,Ben,Casey,Casey,14285.0
631786,Jonah,Kusi-Asare,Kusi-Asare,13262.0
632822,Archie,Harris,Harris,13300.0
634640,Christian,Chigozie,Chigozie,12557.0
640108,Antoñito,Cordero Campillo,Antoñito C.,
640419,Jun'ai,Byfield,Byfield,14134.0
641221,Pedro,Cardoso de Lima,Pedro Lima,13156.0
643135,Fer,López González,Fer López,13200.0
643426,Dean,Benamar,Benamar,14278.0
643473,Airidas,Golambeckis,Golambeckis,14179.0
644593,Kian,McMahon-Brown,McMahon-Brown,
645618,Bradley,Burrowes,Burrowes,13870.0
646243,Andre,Harriman-Annous,Harriman-Annous,14000.0
646754,Lander,Emery,Emery,12632.0
647597,Dominic,Dos Santos Martins,Martins,12536.0
647671,Mateus,Mané,Mané,13484.0
647681,Giovanni,Leoni,Leoni,13031.0
647850,Charalampos,Kostoulas,Kostoulas,14118.0
647960,Oliver,Pimlott,Pimlott,14282.0
649208,Jeremy,Monga,Monga,13579.0
649240,Joshua,Stephenson,Stephenson,
651426,Jaydee,Canvot,Canvot,13091.0
653481,Alysson Edward Franco,da Rocha dos Santos,Alysson,
658013,Charlie,Stevens,Stevens,14367.0
660392,Christantus,Uche,Uche,12726.0
661712,Diego,León Blanco,D.Leon,14057.0
664015,Leon,Routh,Leon Routh,14265.0
666607,Sam,Alabi,Alabi,14273.0
672492,Joél,Drakes-Thomas,Drakes-Thomas,14263.0
678552,Malcom,DaCosta,DaCosta,14215.0
685628,Jerome,Abbey,Abbey,14394.0
699989,Djiamgone Jocelin Ta,Bi,Jocelin.T,14460.0
704232,George,Brierley,Brierley,14292.0
