code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,understat,fbref
184029,Martin,Ødegaard,Ødegaard,,,,,645,558,7,2517,79300479
184259,Richard,Nartey,Nartey,,,,,658,,,,de6cafb8
184341,Mason,Mount,Mount,,,,463,120,138,142,7768,9674002f
184349,Ryan,Sessegnon,R.Sessegnon,,,184,524,399,368,436,6837,6aa3e78b
184386,James,Bree,Bree,,,,,43,,,,c07b7c5c
184667,Victor,Lindelöf,Lindelöf,,273,292,225,308,284,337,6080,f5deef4c
184704,Marvelous,Nakamba,Nakamba,,,,491,44,41,41,8040,de5b5570
184754,Hwang,Hee-chan,Hwang,,,,,,583,481,8845,169fd162
185056,Mateusz,Hewelt,Hewelt,596,,,,,,,,d8fc24c9
185431,Ali,Gabr,Gabr,,610,,,,,,,10331f88
185478,Jarosław,Jach,Jach,,605,442,,,158,,,99246027
189627,Dimitris,Giannoulis,Giannoulis,,,,,,457,,9745,112c495e
191769,Jonathan,Benteke,Jonathan Benteke,579,,,,,,,1765,5c59bc47
191866,Kristoffer,Ajer,Ajer,,,,,,483,84,9677,a8c0acb7
192182,Kieran,O'Hara,O'Hara,681,,,,,,,,80cbe60b
192290,Connor,Roberts,Roberts,654,598,,,,585,,5568,24fae784
192301,Jon Gorenc,Stankovic,Stankovic,,169,522,,,,,2641,9c74fa25
192303,Christoph,Zimmermann,Zimmermann,,,,275,,324,,7990,2d5f03bf
192895,Kieran,Tierney,Tierney,,,,515,17,16,8,8089,fce2302c
193109,Callum,Slattery,Slattery,,,570,327,,,,7335,059948df
193111,Todd,Cantwell,Cantwell,,,,287,,325,,7695,f63d8a4b
193204,Joe,Ayodele-Aribo,Aribo,,,,,,,512,,328f7d51
193488,Anwar,El Ghazi,El Ghazi,,,,30,45,42,51,5612,ffa90327
193645,Robin,Koch,Koch,,,,,491,194,230,6273,ea6bc03a
194010,Rico,Henry,Henry,,,,,,83,85,9679,8a3c1dc7
194126,Michael,Verrips,Verrips,,,,521,580,,,,424595d5
194164,Mason,Holgate,Holgate,495,144,160,478,165,178,192,985,d0042ab9
194190,Harry,Souttar,Souttar,,550,,,,,,,0a6cb1b1
194252,Steven,Bergwijn,Bergwijn,,,,615,400,369,437,8300,a29b1131
194401,Adalberto,Peñaranda,Peñaranda,,,554,648,,,,1548,4b3f2936
194634,Diogo,Teixeira da Silva,Diogo Jota,,,432,410,468,240,288,6854,178ae8f8
194794,Fikayo,Tomori,Tomori,,503,,529,121,,,703,7edfbb8a
194798,Bernard,Ashley-Seal,Ashley-Seal,,,,559,,,,,4f187520
194799,Jamal,Lewis,Lewis,,,,276,513,311,372,7691,efb9215a
195064,Mace,Goodridge,Goodridge,,,,571,551,,,,6abefdff
195384,Mikel,Merino,Merino,,495,322,,,,,5304,d080ed5e
195471,Anthony,Driscoll-Glennon,Driscoll-Glennon,,,615,572,536,,,,6a39bd42
195473,Rhian,Brewster,Brewster,666,,,464,262,,,5569,30e81a88
195480,Josh,Maja,Maja,613,,,,665,,,5587,bc0bfc64
195546,Emiliano,Buendía Stati,Buendía,,,,283,,43,42,2203,66b76d44
195728,Alex,Kral,Kral,,,,,,589,,8017,e717705a
195735,Nicolas,Pépé,Pépé,,,,488,18,17,9,5656,57e3f0c7
195774,Gedson,Carvalho Fernandes,Fernandes,,,,605,401,,,8257,e2dde94c
195851,Scott,McTominay,McTominay,667,283,303,248,309,285,338,5560,d93c2511
195855,Beni,Baningime,Baningime,,563,174,557,,,,6384,ca9178af
195859,Marcus,Browne,Browne,609,631,,,,,,,7358a89a
195860,Joe,Powell,Powell,,,547,,,,,,a0961a90
195864,Sam,Field,Field,511,433,,,423,,,1013,bd8a7d05
196118,Yoshinori,Muto,Muto,,,488,260,341,,,47,5343eb4e
197030,Aboubakar,Kamara,Kamara,,,189,,190,,,4866,4047c976
197365,Eric,Bailly,Bailly,255,271,291,228,310,286,339,1739,a1232f4e
197464,Nathaniel,Phillips,Phillips,,,,589,589,241,501,8228,515ebe8d
197469,Hamza,Choudhury,Choudhury,,571,230,180,234,214,263,6418,7d2d3329
197937,Oliver,Burke,Burke,,524,,,424,,,5256,f631c17f
198044,Harry,Lewis,Lewis,623,,,548,625,637,,,c35e99d8
198501,Sead,Haksabanovic,Haksabanovic,,526,,,,,,6393,d2fd7c14
198504,Kazaiah,Sterling,Sterling,,643,578,,,,,,230255f5
198826,Ben,Godfrey,Godfrey,,,,273,566,179,193,7689,9f7c837d
198847,Bright,Enobakhare,Enobakhare,,,436,,,,,,dccefdd4
198849,Lucas,Torreira di Pascua,Torreira,,,450,19,19,18,22,1227,52611641
198869,Benjamin,White,White,,,559,,74,67,10,7298,35e413f1
199170,Moussa,Niakhaté,Niakhaté,,,,,,,507,,00242715
199249,Sergio,Reguilón,Reguilón,,,,,542,370,438,7187,3353737a
199404,Tashan,Oakley-Boothe,Oakley-Boothe,,531,,,,,,,d73892ac
199583,Dujon,Sterling,Sterling,,600,,,,,,,54dd7308
199584,Japhet,Tanganga,Tanganga,,,,583,402,371,439,8222,e9971f2d
199598,Ethan,Ampadu,Ampadu,,558,130,121,509,139,151,6369,10b9fa99
199670,Odsonne,Edouard,Edouard,,,,,,586,166,3697,0562b7f1
199796,Matty,Cash,Cash,,,,,496,44,43,8864,2389cdc2
199798,Ezri,Konsa Ngoyo,Konsa,,,,452,46,45,44,7726,0313a347
199806,Dion,Henry,Henry,,555,,,,,,,156bb589
200088,Daniel,N'Lundulu,Nlundulu,,,,535,590,344,,7983,30040f5d
200089,Joe,Willock,Willock,,634,566,490,20,19,373,6630,a3b03921
200370,Matt,Butcher,Butcher,,588,620,,,,,,b170cfa2
200402,Nélson,Cabral Semedo,Semedo,,,,,546,437,482,6163,d04b94db
200428,Mateusz,Lis,Lis,,,,,,,421,,fd78b105
200439,Che,Adams,Adams,,,,437,377,345,411,7700,f2bf1b0f
200455,Julien,Ngoy,Ngoy,544,562,,,,,,1777,87449a74
200600,Daniel,Castelo Podence,Podence,,,,619,469,438,483,8291,7fcc71d8
200617,Daniel,James,James,598,,,243,311,287,231,5595,c931d9f9
200641,Reiss,Nelson,Nelson,,489,19,489,21,531,23,6492,c5bdb6e3
200720,Caoimhin,Kelleher,Kelleher,,,,531,560,242,289,7904,62d7ef38
200785,Tyler,Adams,Adams,,,,,,,506,,2b09d998
200826,Giovani,Lo Celso,Lo Celso,,,,523,403,372,,5681,d7553721
200878,Filip,Krovinovic,Krovinovic,,,,,555,,,8966,c2dfedeb
200884,Tyrese,Campbell,Campbell,,628,,,,,,6561,38aefb74
201084,Timothy,Fosu-Mensah,Fosu-Mensah,253,269,511,658,312,,,549,a9142dc3
201595,Lucas,Perri,Perri,,,584,,,,,,5dbd461a
201666,Harvey,Barnes,Barnes,,642,571,172,235,215,264,6681,3ea50f67
201667,Josh,Knight,Knight,,,558,,,,,,5c0c30cc
202174,Greg,Luer,Luer,518,,,,,,,,82865517
202993,Rodrigo,Bentancur,Bentancur,,,,,,702,440,6108,3b8674e6
203325,André-Frank,Zambo Anguissa,Anguissa,,,512,,191,,,6434,6bb2c084
203341,Wilfred,Ndidi,Ndidi,628,206,227,176,236,216,265,5545,6b47c5db
203368,Frédéric,Guilbert,Guilbert,,,,458,47,46,56,3253,5d8d7454
203389,Nathan,Tella,Tella,,,,633,524,346,412,8456,f1e94cd6
204216,Keshi,Anderson,Anderson,509,528,,,,,,,864a3eba
204380,Juninho,Bacuna,Bacuna,,,208,,,,,7219,aaf1bf05
204454,Isaac,Mbenza,Mbenza,,,514,,,,,5662,aa1a8c7e
204480,Declan,Rice,Rice,618,510,406,395,448,421,467,5553,1c7012b8
204481,Tyreke,Johnson,Johnson,,,562,326,,,,7314,4701e130
204580,Vitaly,Janelt,Janelt,,,,,,84,86,9680,8449d35e
204642,Jay-Roy,Grot,Grot,,,,,207,,,,9a8241af
204676,Andi,Zeqiri,Zeqiri,,,,,574,535,,9099,d01231f0
204716,Ibrahima,Konaté,Konaté,,,,,,243,290,6326,5ed9b537
204727,Malang,Sarr,Sarr,,,,,,501,143,5648,4315f30d
204760,Michael,Folivi,Folivi,620,581,,,,,,5586,a7b41270
204819,Elliot,Embleton,Embleton,617,,,,,,,,e8a427a3
204820,George,Marsh,Marsh,,,612,,,,,,49deb548
204822,Omar,Richards,Richards,,,,,,,511,,f9b1b7bf
204968,Ryan,Yates,Yates,,,,,,,387,,c1fe2a48
205102,Ramadan,Sobhi,Sobhi,486,345,207,,,,,1764,98be0d02
205135,Samuel,Shashoua,Shashoua,672,,,,,,,,df855e4b
205533,Eddie,Nketiah,Nketiah,,560,552,13,22,20,11,6482,a53649b7
205651,Gabriel,Fernando de Jesus,Jesus,625,259,281,211,282,263,28,5543,b66315ae
205836,Saman,Ghoddos,Ghoddos,,,,,,85,87,7069,f7b1d4e0
206325,Oleksandr,Zinchenko,Zinchenko,238,551,279,206,283,264,313,2958,51cf8561
206882,Pontus,Dahlberg,Dahlberg,,,374,367,,,,,2475b06e
206915,Curtis,Jones,Jones,,640,597,569,263,244,291,6665,4fb9c88f
207189,Sander,Berge,Berge,,,,621,360,,,8285,d0b6129f
207283,Mathias,Jensen,Jensen,,,,,,86,88,7166,0f134faf
207300,Mihai-Alexandru,Dobre,Dobre,,,,574,,,,8208,a1f3f5a0
207725,Daniel,Agyei,Agyei,651,,,,,,,5563,5c374509
208706,Bruno,Guimarães Rodriguez Moura,Bruno Guimarães,,,,,,697,374,8327,82518f62
208912,Joe,Worrall,Worrall,,,,,,,388,,a5212312
208973,Francisco,Sierralta,Sierralta,,,,,,396,,7081,0f933743
208987,Jeff,Reine-Adelaide,Reine-Adelaide,588,,,,,,,1056,d504b3e1
208998,Zeze Steven,Sessegnon,Sessegnon,,,541,,192,,,,4e229bf9
209035,Jonathan,Panzo,Panzo,,,,,,,389,,c795c408
209036,Marc,Guéhi,Guéhi,,,624,545,,477,167,7603,d0706b27
209037,Zech,Medley,Medley,,,546,636,,,,,692e9958
209040,Timothy,Eyoma,Eyoma,,,561,,,,,,449949f4
209041,Angel,Gomes,Gomes,680,,568,245,,,,5598,645a3363
209042,Oliver,Skipp,Skipp,,,540,352,404,373,441,7198,6250083a
209043,Nya,Kirby,Kirby,,630,,588,,,,,96b99d13
209045,Taylor,Richards,Richards,,,,,,537,121,9735,e0243d23
209046,Callum,Hudson-Odoi,Hudson-Odoi,,583,131,116,122,140,144,6456,15f3ec41
209212,Thomas,Edwards,Edwards,648,556,,,,,,5593,1b780599
209243,Jadon,Sancho,Sancho,,,,,,485,340,6345,dbf053da
209244,Phil,Foden,Foden,,492,277,220,284,265,314,6055,ed1e53f3
209288,Thomas,McGill,McGill,,,,,662,688,,,4eb2d015
209289,Emile,Smith Rowe,Smith Rowe,,,545,576,23,21,12,7230,17695062
209353,Patrick,Cutrone,Cutrone,,,,487,626,523,,4918,a4fe8cda
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,,,440,39,75,68,,5245,17370b95
209411,Joe,Tupper,Tupper,,,576,,,,,,7d675f6f
209413,Jordi,Osei-Tutu,Osei-Tutu,,644,,,,,,,0a16eb36
209418,Tobi,Omole,Omole,,,,,,598,,,296904e8
209419,Max,Melbourne,Melbourne,,572,,,,,,,7ad65188
209420,Joy,Mukena,Mukena,,625,,,,,,,8bfcc23b
209925,Xande,Nascimento da Costa Silva,Xande Silva,,,560,387,,,390,7312,15d561fa
210156,Taiwo,Awoniyi,Awoniyi,,,,,,,397,,e5478b87
210207,Fousseni,Diabaté,Diabaté,,601,232,,,,,5767,d07e3b41
210237,Marko,Grujic,Grujic,475,231,,,,,,1669,8b8e759d
210407,Matheus,Pereira,Pereira,,,,,481,,,7153,b04ee927
210494,Nayef,Aguerd,Aguerd,,,,,,,472,,288e1e13
212319,Richarlison,de Andrade,Richarlison,,501,393,150,166,180,454,6026,fa031b34
212325,Pierre,Lees-Melou,Lees-Melou,,,,,,471,,5619,f5044e54
212721,Lyanco,Silveira Neves Vojnovic,Lyanco,,,,,,567,413,6252,b5bf1770
212723,Milot,Rashica,Rashica,,,,,,449,,6523,6c6a3300
213056,Tudor,Baluta,Baluta,,,,536,,,,,ed33f42d
213280,Jake,Eastwood,Eastwood,,,,299,,,,,54d9b72d
213345,Wesley,Moraes,Wesley,,,,428,48,47,,7724,bfae110f
213384,Josh,Clackstone,Clackstone,515,,,,,,,,25dfa9be
213405,Filip,Benkovic,Benkovic,,,501,597,237,,,,305a3820
213482,Yan,Valery,Valery,,,556,306,378,546,414,7280,531a4aa8
213687,Charlie,Goode,Goode,,,,,,87,96,9687,7aee4dd3
214048,Max,Kilman,Kilman,,,567,408,470,439,484,7332,d0f72bf1
214225,Joe,Rodon,Rodon,,561,,,584,374,442,6377,8d62d31a
214285,Konstantinos,Tsimikas,Tsimikas,,,,,242,245,292,8852,f315ca93
214466,Will,Smallbone,Smallbone,,,,584,379,347,415,8224,5e105217
214470,Jake,Vokins,Vokins,,,,645,380,,,8493,d484c261
214572,Brandon,Austin,Austin,,,,558,,659,451,,5e253986
214590,Aaron,Wan-Bissaka,Wan-Bissaka,612,579,145,122,313,288,341,5584,9e525177
214987,Kamil,Miazek,Miazek,,,,,208,,,,ab20668a
215059,Robert,Sánchez,Sánchez,,,,,597,69,113,9098,6a713852
215062,Max,Sanders,Sanders,,,572,,632,,,,4871d0e8
215066,Alex,Cochrane,Cochrane,,,,666,,,,,8a08585e
215136,Neco,Williams,N.Williams,,,,575,264,246,295,8204,dd323728
215379,Elliot,Anderson,Anderson,,,,,602,609,,9154,de31038e
215407,Alfie,Lewis,Lewis,,,,651,,,,,548e5d9f
215409,Cameron,John,John,,,596,,,,,,6c753e99
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,,,,,,505,266,9739,5c74c0f5
215439,Tomas,Soucek,Soucek,,,,616,449,422,468,8288,6613c819
215457,Kane,Wilson,Wilson,510,508,,,,,,,a3f1897f
215460,Ian Carlo,Poveda-Ocampo,Poveda,,,,,209,195,,8723,55b4f1d6
215476,Joshua,Sargent,Sargent,,,,,,516,,7295,a8d4428b
215610,Marcel,Lavinier,Lavinier,,,,,,724,,,6b3e4b53
215711,Leon,Bailey,Bailey,,,,,,492,45,5221,3a233281
215885,Michael,Phillips,Phillips,606,,,,,,,,2a1c8e89
216051,Diogo,Dalot Teixeira,Dalot,,,294,229,314,510,342,7281,d9565625
216054,Rúben Gonçalo,Silva Nascimento Vinagre,Vinagre,,,431,406,471,,,6856,b937e490
216058,Domingos,Quina,Quina,610,568,517,375,,397,,5573,41fb0f4e
216183,Brahim,Diaz,Diaz,,493,278,,,,,6421,407feb71
216208,Matija,Šarkić,Šarkić,,,,,472,,492,,a89e7b29
216554,Sam,Hughes,Hughes,,645,,,,,,,286f5a8e
216616,Dara,O'Shea,O'Shea,,,,,425,,,8756,1d042188
216620,Marcus,Forss,Forss,,,,,,88,97,9684,82c215a0
216646,Yoane,Wissa,Wissa,,,,,,524,89,5786,2500cef9
217331,Sam,Surridge,Surridge,679,,599,71,,,391,5602,b017b770
217401,Josh,Benson,Benson,,,583,653,535,116,,7383,bf3aeb61
217487,Mbwana Ally,Samatta,Samatta,,,,613,49,48,,8287,dae8623e
217593,Pablo,Fornals Malla,Fornals,,,,399,450,423,469,2335,82927de4
217989,Rafael,Camacho,Camacho,,641,557,201,,,,6666,91b43c98
218023,Jimmy,Dunne,Dunne,,,,638,519,,,8481,1fdfd6da
218031,Çaglar,Söyüncü,Söyüncü,,,515,164,238,217,267,5264,21166ff4
218112,Jason,Lokilo,Lokilo,,491,,,,,,,fad4d5e8
218997,Ellis,Simms,Simms,,,,667,596,602,,8582,26d3b5be
219002,Dodi,Lukebakio,Lukebakio,,615,,,,,,5706,0c61c77c
219265,Felix,Nmecha,Nmecha,,,,,609,,,9202,091c86e2
219291,Claudio,Gomes,Gomes,,,,,659,,,,22f6ed2c
219352,Ademola,Lookman,Lookman,627,157,170,155,557,587,,5556,7c104bb7
219727,Joel,Asoro,Asoro,521,,,,,,,1754,13e827f8
219847,Kai,Havertz,Havertz,,,,,500,141,145,5220,fed7cb61
219924,Issa,Diop,Diop,,,409,381,451,424,470,3203,a712ca2b
219929,Rafa,Mir,Mir,,,449,,,,,2589,bbf5c11b
219937,Rhys,Williams,R.Williams,,,,,594,247,498,9086,012c975a
219961,Raphael,Dias Belloli,Raphinha,,,,,570,196,232,8026,3423f250
220037,Bailey,Peacock-Farrell,Peacock-Farrell,,,,495,99,117,,8482,4879f8cb
220166,Marc,Navarro,Navarro,,,385,360,,398,,5085,c2846353
220237,Sven,Botman,Botman,,,,,,,377,,ccce7025
220307,Arnaut,Danjuma Groeneveld,Danjuma,,,,492,,,,8066,f08490a6
220394,Tommy,Doyle,Doyle,,,,644,285,566,,8496,5526deb1
220566,Rodrigo,Hernandez,Rodri,,,,443,286,266,315,2496,6434f10d
220585,Flynn,Downes,Downes,,,,,,,509,,69fdb896
220598,Michael,Obafemi,Obafemi,,603,550,314,381,348,,6504,caa1a7f0
220627,James,Justin,Justin,,,,433,239,218,268,7753,fb614c44
220650,Thibaud,Verlinden,Verlinden,599,,,,,,,,e5c026d6
220682,Arthur,Okonkwo,Okonkwo,,,,,,572,,,75834acc
220684,Ajibola,Alese,Alese,,,,,,644,,,182a8b9d
220686,Bali,Mumba,Mumba,,,,,,515,,9747,2d760d7b
220688,Mason,Greenwood,Greenwood,,,608,234,315,289,,7490,58eee997
220693,Rayhaan,Tulloch,Tulloch,,577,,,,,,,bddd8ba3
220695,Paris,Maghoma,Maghoma,,,,,,614,,,8a3ddcd2
220738,Jayson,Molumby,Molumby,,553,617,,550,,,6350,c908a1bc
221239,Keinan,Davis,Davis,,,,34,50,49,52,1053,9deaf2c8
221245,Levi,Lumeka,Lumeka,,544,,,,,,6283,199ff86e
221267,Josh,Tymon,Tymon,519,336,,,,,,1745,efe6f6ac
221268,Ben,Hinchcliffe,Hinchcliffe,545,,,,,,,,6261bd48
221271,Ben,Wynter,Wynter,585,,,,,,,,86334f1a
221272,Sam,Woods,Woods,,,609,578,522,,,,a62da625
221275,Luke,Dreher,Dreher,581,,618,140,,,,636,d1c509d9
221286,Charlie,Rowan,Rowan,619,,,,,,,,d129989d
221399,Jack,Harrison,Harrison,,,,,203,267,233,8720,aa849a12
221403,Richie,Laryea,Laryea,,,,,,,392,,276fdbe4
221568,Daniel,Kemp,Kemp,675,,,,,,,,82362769
221610,Jamie,Shackleton,Shackleton,,,,,210,197,234,8721,8d03ca5a
221632,Cristian,Romero,Romero,,,,,,494,443,7218,a3d94a58
222017,Conor,Coventry,Coventry,,,548,664,668,522,,,a5ca9127
222018,Ben,Johnson,Johnson,,573,605,384,452,425,471,6424,9319781b
222434,Jack,Simpson,Simpson,,570,32,66,,,,6410,76fa5f80
222531,Morgan,Gibbs-White,Gibbs-White,,,448,416,473,440,493,6857,32f60ed8
222564,Francisco,Machado Mota de Castro Trincão,Trincão,,,,,,461,,8934,77e39b04
222625,George,Hirst,Hirst,,,,661,,,,8563,78e87179
222627,João,Virgínia,Virgínia,,,,629,167,181,,8366,728e9b2e
222677,Tahith,Chong,Chong,,,603,249,316,,,7439,2696b6a9
222690,Tyrell,Malacia,Malacia,,,,,,,504,,6b6c793c
222694,Pascal,Struijk,Struijk,,,,,211,198,235,8717,f4d296e4
222786,Panagiotis,Retsos,Retsos,,,,625,,,,6316,4bd00a50
223081,Kristoffer,Klaesson,Klaesson,,,,,,490,236,9700,3f70db80
223094,Erling,Håland,Haaland,,,,,,,318,8260,1f44ac21
223175,Matthew,Longstaff,M.Longstaff,,,,540,487,312,,8016,c0027d2d
223332,Faustino,Anjorin,Anjorin,,,,630,605,,,8383,b105919e
223335,Sylvester,Jasper,Jasper,,,,,707,,,,a9f04944
223337,Jamie,Bowden,Bowden,,,,,,717,,,9a5675c9
223340,Bukayo,Saka,Saka,,,563,541,24,22,13,7322,bc7dc64d
223349,Indiana,Vassilev,Vassilev,,,,600,51,,,8254,04e195ee
223723,Takehiro,Tomiyasu,Tomiyasu,,,,,,590,14,7931,b3af9be1
223824,Reece,Hannam,Hannam,,,,,675,540,,,974b8e7f
223911,Chris,Mepham,Mepham,,,580,61,,,71,7384,fed96827
224068,Matt,Turner,Turner,,,,,,,24,,4a51ba65
224117,Viktor,Gyokeres,Gyokeres,,,551,,,,,,4d5a9185
224209,Rasmus,Kristensen,Kristensen,,,,,,,244,,39769cff
224444,Ferran,Torres,Torres,,,,,287,268,,6441,9e1035f8
224946,Matthew,Worthington,Worthington,678,,,,,,,5601,8c8b941f
224967,Vitalii,Mykolenko,Mykolenko,,,,,,675,194,10291,30d4a2e5
224995,Luis,Sinisterra Lucumí,Sinisterra,,,,,,,508,,8e16dd48
225000,Dion,Sanderson,Sanderson,,,,,,686,,,b3fa76c5
225321,Aaron,Ramsdale,Ramsdale,677,549,,494,483,559,15,5603,466fb2c5
225368,Meritan,Shabani,Shabani,,,,,553,,,6642,012c38ec
225702,Samuel,Kalu,Kalu,,,,,,698,,6947,b8d22478
225796,Reece,James,James,,,,506,123,142,146,8067,1265a93a
225902,Boubakary,Soumaré,Soumaré,,,,,,458,269,6310,ae59b359
226029,Lasse,Sorenson,Sorenson,,637,,,,,,6657,ce9c203e
226182,Jayden,Bogle,Bogle,,,,,510,,,9205,ae5019e6
226597,Gabriel,dos Santos Magalhães,Gabriel,,,,,494,23,16,5613,67ac5bb8
226944,Boubacar,Kamara,Kamara,,,,,,,53,5789,cc77354e
226956,Mads,Roerslev Rasmussen,Roerslev,,,,,,89,90,9685,57c94db2
227127,Yves,Bissouma,Bissouma,,,466,53,76,70,444,5609,6c203af0
227560,Oghenekaro Peter,Etebo,Etebo,,,,,,467,,6538,b579e83d
228044,Mads,Bech Sørensen,Bech,,,,,,90,91,9683,30db8574
228286,Edouard,Mendy,Mendy,,,,,548,143,147,6880,33887998
228798,Cengiz,Ünder,Ünder,,,,,541,,,6162,1880614f
229415,Jon,McCracken,McCracken,,,,,,666,,,47188db7
229600,Mark,Travers,Travers,,,616,74,,,72,7582,fe558029
230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,,,,470,52,50,46,6122,6f7d826d
230127,Percy,Tau,Tau,,,,,627,,,9249,4d0eb7d2
230251,Emmanuel,Dennis,Dennis,,,,,,450,,9301,2c44a35d
230428,Philippe,Sandler,Sandler,,,604,,,,,7440,60740e70
231065,Ethan,Pinnock,Pinnock,,,,,,91,92,9678,e541326e
231172,Brandon,Mason,Mason,621,406,,,,,,5558,1415840f
231372,Tanguy,Ndombele,Ndombele,,,,442,405,375,,5962,5cdddffa
231747,Jean-Philippe,Mateta,Mateta,,,,,641,159,168,5735,50e6dc35
232185,Ismaila,Sarr,Sarr,,,,525,,399,,5675,bfdb33aa
232223,Folarin,Balogun,Balogun,,,,,,530,,9690,31822f8c
232229,Vontae,Daley-Campbell,Daley-Campbell,,,,,660,639,,,192d4c3d
232233,Tyreece,John-Jules,John-Jules,,,,585,,,,,247e5cfc
232241,Matthew,Smith,Smith,,,,647,,,,,54b6eed9
232245,Zak,Swanson,Swanson,,,,,,711,,,5b7381b5
232247,Dominic,Thompson,Thompson,,,,,,498,98,9915,235a62f8
232351,Ryan,Giles,Giles,,,555,607,,687,,,73b1d65b
232361,Taylor,Perry,Perry,,,,560,611,,,,01ba3996
232391,Jeremy,Ngakia,Ngakia,,,,593,,400,,8235,3631ad41
232398,Nathan,Trott,Trott,,574,,,674,,,,7494bea9
232413,Eberechi,Eze,Eze,,,,,489,160,169,8706,ae4fc6a4
232423,Nathan,Ferguson,Ferguson,,578,,,145,161,174,6451,2f8d27bc
232427,Rekeem,Harper,Harper,614,507,,,426,,,5562,3c066877
232456,Dilan,Markanday,Markanday,,,,,,597,,,4f242e0e
232620,Lewis,Brunt,Brunt,,,,,,646,273,,a2081c6b
232653,Jacob,Ramsey,Ramsey,,,,,554,51,47,8941,1544f145
232667,Akin,Famewo,Famewo,,,,552,,,,8080,9d9a71c1
232787,Conor,Gallagher,Gallagher,,,,,544,144,148,9040,c2731c10
232792,Tariq,Lamptey,Lamptey,,,,586,77,71,114,8226,f4e433d4
232797,Kayne,Ramsay,Ramsay,,,565,311,598,,,7326,dc31b84c
232826,Anthony,Gordon,Gordon,,,,561,168,503,195,8150,2bd83368
232829,Kyle,John,John,,,,,679,,,,c9093a1a
232859,Djed,Spence,Spence,,,,,,,522,,9bc9a519
232881,Thakgalo,Leshabela,Leshabela,,,,,661,,,9311,383e68b1
232917,Arijanet,Muric,Muric,,,529,,,,,,99aa1a84
232928,James,Garner,Garner,,,602,250,317,,,7438,4e015693
232937,Brandon,Williams,B.Williams,,,,549,318,290,343,8075,5e74d6c8
232957,Thomas,Allan,Allan,,,,598,,,,,e95726c1
232960,Lewis,Cass,Cass,,,623,,,,,,711a6e59
232964,Lewis,Gibson,Gibson,,,,477,,,,,cdf0f2db
232977,Kelland,Watts,Watts,,,622,599,342,,,7602,603e4f0b
232979,Jack,Young,Young,,,,656,,,,,ad7cd1fa
232980,Max,Aarons,Aarons,,,,274,,326,,7688,774cf58b
233425,Aaron,Connolly,Connolly,,,,534,78,72,,7991,27c01749
233489,Leighton,Clarkson,Clarkson,,,,,601,,,,d5dafedb
233497,Adama,Diakhaby,Diakhaby,,,471,,,,,5740,65585e3a
233849,Archie,Mair,Mair,,,,551,,,,,70e9afd8
233963,Konstantinos,Mavropanos,Mavropanos,,595,10,8,,24,,6722,963611
234370,Marc,Roca Junqué,Roca,,,,,,,245,,da27e268
234483,Aiden,O'Neill,O'Neill,531,623,,,,,,1662,c7aee75b
234720,Giovanni,McGregor,McGregor,,,,608,,,,,1b138e25
234908,Juan,Foyth,Foyth,,534,549,335,406,,,6306,6c7762c3
235382,Steven,Alzate,Alzate,,,,537,79,73,115,8020,ad1f61f3
235448,Ellery,Balcombe,Balcombe,,,,,,92,100,,e827567f
235530,Lloyd,Kelly,Kelly,,,,64,,,73,8090,f31def1e
235546,Jacob,Sørensen,Sørensen,,,,,,327,,9748,953c30b0
235599,Nikola,Tavares,Tavares,,,619,635,,,,,0beeb166
235640,Harry,Boyes,Boyes,,,,,704,,,,467bf546
240143,Ibrahima,Diallo,Diallo,,,,,565,349,416,6736,11ff3d56
240499,Daniel,Batty,Batty,676,,,,,,,,96c92a74
240514,Kjell,Scherpen,Scherpen,,,,,,476,,,f0e4c69e
240796,Álvaro,Fernández,Fernández,,,,,,556,,5191,f127d782
241157,Emerson,Leite de Souza Junior,Emerson Royal,,,,,,588,445,7430,df8b52a5
241289,Ben,Wilmot,Wilmot,,,544,,,401,,7216,2876eaa3
241791,Ryan,Schofield,Schofield,,,533,,,,,,74947a21
242058,Moise,Kean,Kean,,,,496,169,564,,1304,3d50bcdb
242166,Mattéo,Guendouzi,Guendouzi,,,451,21,25,25,,5759,5ea8ef20
242183,James,Morris,Morris,,,,,,633,,990,59e3e314
242510,Louie,Moulden,Moulden,,,,,,611,,,7b7de75a
242885,Loïc,Mbe Soh,Mbe Soh,,,,,,,393,,8f534f8e
242898,Brennan,Johnson,Johnson,,,,,,,394,,0cd31129
243016,Alexis,Mac Allister,Mac Allister,,,,627,80,74,116,8379,83d074ff
243343,Jake,Cain,Cain,,,,,607,,,,a33ce8e2
243345,Lewis,O'Brien,O'Brien,,,,,,,524,,089667a5
243505,Jakub,Moder,Moder,,,,,628,75,117,9284,f230bc30
243531,Andrew,Eleftheriou,Eleftheriou,605,,,,,,,5548,0878b548
243532,Dion,Pereira,Pereira,659,,,,,,,5559,8aab04dc
243568,Billy,Gilmour,Gilmour,,,,533,124,145,149,7988,df10e27c
243569,Adedapo,Awokoya-Mebude,Mebude,,,,,,469,,,b7996fe0
243571,Nathan,Patterson,Patterson,,,,,,674,197,,230f0471
